season_number,season_date,season_time,market_fmid
1171,1,06/07/2017 to 08/30/2017,Wed: 4:00 PM-7:30 PM;,1018829
1172,1,07/06/2018 to 09/07/2018,Fri: 3:00 PM-7:30 PM;,1019223
1173,1,01/01/2019 to 12/31/2019,Sat: 9:00 AM-2:00 PM;,1019353
1174,1,01/01/2018 to 12/31/2018,Wed: 4:00 PM-8:00 PM;,1001839
1175,1,06/24/2020 to 09/30/2020,Wed: 8:00 AM-1:00 PM;,1006250
1176,1,01/01/2018 to 12/31/2018,Sat: 8:00 AM-1:00 PM;,1019200
1177,1,05/15/2021 to 05/15/2021,Sat: 9:00 AM-12:00 PM;,1021412
1178,1,05/20/2021 to 05/20/2021,Thu: 4:00 PM-7:00 PM;,1021413
1179,1,06/04/2019 to 09/24/2019,Tue: 10:00 AM-2:00 PM;,1001271
1180,1,05/12/2021 to 05/12/2021,Wed: 8:00 AM-12:00 PM;Sat: 8:00 AM-12:00 PM;,1021356
1181,1,01/01/2021 to 01/01/2021,Tue: 3:00 PM-7:00 PM;,1020130
1182,1,01/01/2020 to 12/31/2020,Tue: 3:00 PM-8:00 PM;,1020131
1183,1,01/01/2020 to 12/31/2020,Fri: 8:00 AM-2:00 PM;,1020146
1184,1,01/01/2019 to 12/31/2019,Wed: 8:00 AM-9:00 AM;,1009659
1185,1,04/01/2020 to ,Sat: 9:00 AM-1:00 PM;,1010865
1186,1,04/04/2019 to 10/27/2019,Thu: 10:00 AM-3:00 PM;Fri: 10:00 AM-3:00 PM;Sat: 10:00 AM-3:00 PM;Sun: 10:00 AM-3:00 PM;,1019646
1187,2,11/02/2019 to 12/29/2019,Sat: 10:00 AM-3:00 PM;Sun: 10:00 AM-3:00 PM;,1019646
1188,3,01/04/2020 to 03/28/2020,Sat: 10:00 AM-3:00 PM;,1019646
1189,1,05/05/2019 to 10/13/2019,Sun: 9:00 AM-1:00 PM;,1018655
1190,1,04/02/2022 to 04/02/2022,Sat: 9:00 AM-4:00 PM;,1021685
1191,1,06/17/2021 to 06/17/2021,Thu: 12:00 PM-6:00 PM;,1001034
1192,1,04/10/2021 to 04/10/2021,Sat: 8:30 AM-1:30 PM;,1019317
1193,2,04/13/2021 to 04/13/2021,Tue: 9:30 AM-1:30 PM;,1019317
1194,1,06/06/2021 to 06/06/2021,Sun: 10:00 AM-2:00 PM;,1021608
1195,1,06/24/2021 to 06/24/2021,Thu: 3:30 PM-7:00 PM;,1018807
1196,2,11/18/2021 to 11/18/2021,Thu: 3:30 PM-7:00 PM;,1018807
1197,1,01/01/2021 to 12/31/2021,Sat: 9:00 AM-1:00 PM;,1020114
1198,1,09/06/2020 to 09/06/2020,Sun: 10:00 AM-3:00 PM;,1018920
1199,2,09/05/2021 to 09/05/2021,Sun: 10:00 AM-3:00 PM;,1018920
1200,1,01/01/2019 to 12/31/2019,Sat: 9:00 AM-2:00 PM;,1008468
1201,1,01/01/2018 to 12/31/2018,Sat: 8:00 AM-12:00 PM;,1019202
1202,1,05/09/2020 to 12/26/2020,Sat: 9:00 AM-1:00 PM;,1020198
1203,1,01/01/2018 to 12/31/2018,Thu: 8:00 AM-1:00 PM;,1008360
1204,1,06/04/2019 to 10/01/2019,Tue: 11:00 AM-3:00 PM;,1019416
1205,1,06/02/2018 to 10/27/2018,Sat: 8:00 AM-12:30 PM;,1019023
1206,1,11/03/2018 to 04/27/2019,Sat: 9:00 AM-12:30 PM;,1019025
1207,1,06/05/2022 to 06/05/2022,Sun: 9:00 AM-1:00 PM;,1021699
1208,1,07/06/2020 to 09/07/2020,Mon: 4:00 PM-6:30 PM;,1021215
1209,1,06/19/2020 to 09/25/2020,Fri: 3:00 PM-7:00 PM;,1020023
1210,1,05/08/2020 to 10/31/2020,Wed: 8:00 AM-12:00 PM;Sat: 7:00 AM-12:00 PM;,1004212
1211,1,01/01/2021 to 01/01/2021,Sat: 9:00 AM-12:00 PM;,1021335
1212,2,05/04/2021 to 05/04/2021,Tue: 4:00 PM-7:00 PM;,1021335
1213,1,01/01/2020 to 12/31/2020,Thu: 9:00 AM-1:30 PM;,1012777
1214,1,06/02/2019 to 09/29/2019,Sun: 10:00 AM-2:00 PM;,1008946
1215,1,04/16/2022 to 04/16/2022,Sat: 7:30 AM-2:00 PM;,1021721
1216,1,05/03/2022 to 05/03/2022,Tue: 3:00 PM-7:00 PM;,1021722
1217,1,05/01/2021 to 05/01/2021,Sat: 7:30 AM-11:00 AM;,1021599
1218,2,10/02/2021 to 10/02/2021,Sat: 8:30 AM-12:00 PM;,1021599
1219,1,01/01/2020 to 12/31/2020,Fri: 3:00 PM-7:00 PM;,1021200
1220,1,01/11/2020 to 03/28/2020,Sat: 9:00 AM-2:00 PM;,1019723
1221,1,01/08/2022 to 01/08/2022,Sat: 9:00 AM-1:00 PM;,1021648
1222,1,06/25/2018 to 11/26/2018,Mon: 9:00 AM-12:00 PM;,1019102
1223,1,01/01/2019 to 12/31/2019,Wed: 6:30 AM-7:30 AM;,1005248
1224,1,11/17/2018 to 03/01/2019,Sat: 8:00 AM-12:00 PM;,1018687
1225,1,01/01/2016 to 01/01/2016,Sun: 8:00 AM-1:00 PM;,1011995
1226,1,06/19/2021 to 06/19/2021,Sat: 6:00 PM-9:00 PM;,1021491
1227,1,01/01/2020 to 12/31/2020,Sun: 9:00 AM-2:00 PM;,1019755
1228,1,01/01/2020 to 12/31/2020,Sun: 9:00 AM-2:00 PM;,1019761
1229,1,04/28/2018 to 10/27/2018,Wed: 12:00 PM-4:00 PM;Sat: 7:00 AM-12:00 PM;,1006927
1230,1,01/01/2020 to 12/31/2020,Sat: 11:00 AM-1:00 PM;,1019939
1231,1,04/03/2021 to 04/03/2021,Sat: 8:30 AM-1:30 PM;,1021417
1232,1,06/15/2019 to 10/12/2019,Sat: 9:00 AM-1:00 PM;,1019674
1233,1,07/01/2020 to 10/28/2020,Wed: 3:00 PM-6:00 PM;,1019910
1234,1,11/04/2017 to 04/28/2018,Sat: 9:00 AM-1:00 PM;,1018944
1235,1,05/07/2022 to 05/07/2022,Sat: 9:00 AM-12:00 PM;,1021735
1236,1,07/10/2018 to 08/28/2018,Tue: 4:00 PM-7:00 PM;,1019068
1237,1,05/29/2021 to 05/29/2021,Sat: 8:00 AM-12:00 PM;,1021389
1238,2,11/09/2021 to 11/09/2021,Tue: 3:00 PM-6:00 PM;,1021389
1239,1,06/19/2022 to 06/19/2022,Sun: 9:00 AM-1:00 PM;,1021718
1240,1,05/01/2020 to 10/16/2020,Fri: 4:30 PM-7:30 PM;,1020175
1241,1,06/06/2021 to 06/06/2021,Sun: 9:00 AM-12:00 PM;,1018466
1242,1,01/01/2019 to 12/31/2019,Sun: 10:00 AM-2:00 PM;,1019454
1243,1,05/02/2020 to 11/07/2020,Sat: 8:00 AM-2:00 PM;,1020072
1244,1,05/07/2022 to 05/07/2022,Sat: 8:00 AM-12:00 PM;,1021688
1245,1,05/29/2021 to 05/29/2021,Sat: 9:00 AM-1:00 PM;,1019854
1246,1,05/30/2022 to 05/30/2022,Mon: 7:00 AM-12:00 PM;Wed: 7:00 AM-12:00 PM;Sat: 7:00 AM-12:00 PM;,1021746
1247,1,05/01/2020 to 10/16/2020,Fri: 4:00 PM-6:30 PM;,1019822
1248,1,06/11/2020 to 08/27/2020,Thu: 4:30 PM-8:00 PM;,1018626
1249,1,05/09/2020 to 11/21/2020,Sat: 2:00 PM-5:00 PM;,1018627
1250,1,06/17/2016 to 10/21/2016,Fri: 3:00 PM-6:00 PM;,1012060
1251,1,05/05/2018 to 11/17/2018,Sat: 9:00 AM-1:00 PM;,1010839
1252,1,04/18/2018 to 10/17/2018,Wed: 4:00 PM-7:00 PM;,1019128
1253,1,05/01/2018 to 10/30/2018,Tue: 3:00 PM-7:00 PM;,1001260
1254,1,01/01/2020 to 12/31/2020,Mon: 2:00 PM-6:00 PM;,1020126
1255,1,01/01/2018 to 12/31/2018,Fri: 4:00 PM-7:00 PM;Sun: 10:00 AM-2:00 PM;,1002060
1256,1,03/01/2021 to 03/01/2021,Fri: 10:00 AM-1:00 PM;,1021494
1257,1,01/01/2013 to 12/31/2013,,1007245
1258,1,04/25/2020 to 11/21/2020,Sat: 9:00 AM-1:30 PM;,1010408
1259,1,06/18/2022 to 06/18/2022,Sat: 9:00 AM-12:00 PM;,1021731
1260,1,05/30/2020 to 11/24/2020,Tue: 4:30 PM-7:00 PM;Sat: 9:00 AM-1:00 PM;,1020165
1261,1,06/11/2021 to 06/11/2021,Fri: 11:00 AM-1:00 PM;Sat: 11:00 AM-1:00 PM;,1021380
1262,1,01/01/2014 to 01/01/2014,Sun: 8:00 AM-2:00 PM;,1010638
1263,1,07/17/2018 to 11/20/2018,Tue: 9:00 AM-5:30 PM;,1016803
1264,1,04/17/2021 to 04/17/2021,Sun: 8:00 AM-12:00 PM;,1021641
1265,2,06/09/2021 to 06/09/2021,Wed: 4:00 PM-6:00 PM;,1021641
1266,1,01/01/2018 to 12/31/2018,Tue: 7:00 AM-2:00 PM;Thu: 7:00 AM-2:00 PM;Sat: 7:00 AM-2:00 PM;,1018921
1267,1,06/04/2020 to 09/24/2020,Thu: 2:00 PM-6:00 PM;,1020005
1268,1,05/01/2021 to 05/01/2021,Sat: 8:00 AM-12:00 PM;,1021572
1269,1,05/30/2020 to 09/26/2020,Sat: 9:00 AM-1:00 PM;,1019328
1270,1,06/01/2020 to 09/30/2020,Wed: 9:00 AM-12:30 PM;,1019885
1271,1,05/21/2020 to 10/01/2020,Thu: 3:30 PM-6:30 PM;,1012268
1272,2,11/07/2020 to 12/01/2020,Sat: 10:00 AM-2:00 PM;,1012268
1273,1,11/07/2020 to 12/12/2020,Sat: 10:00 AM-2:00 PM;,1019344
1274,2,01/01/2019 to 12/31/2019,Wed: 8:00 AM-6:00 PM;Thu: 8:00 AM-6:00 PM;Fri: 8:00 AM-6:00 PM;,1019478
1275,1,05/04/2019 to 10/26/2019,Sat: 8:00 AM-12:00 PM;,1019616
1276,1,11/02/2019 to 04/25/2020,Sun: 8:00 AM-12:00 PM;,1019615
1277,1,06/01/2020 to 09/30/2020,Sat: 9:00 AM-12:00 PM;,1019884
1278,1,01/01/2021 to 01/01/2021,Sat: 9:00 AM-2:00 PM;,1020019
1279,1,05/10/2019 to 10/12/2019,Fri: 8:00 AM-1:00 PM;Sat: 8:00 AM-1:00 PM;,1008213
1280,1,04/03/2021 to 04/03/2021,Sat: 8:30 AM-1:00 PM;,1021455
1281,2,12/01/2021 to 12/01/2021,Sat: 9:00 AM-11:30 AM;,1021455
1282,1,05/09/2020 to 10/10/2020,Sat: 7:30 AM-11:30 AM;,1004602
1283,1,06/16/2018 to 09/29/2018,Sat: 9:00 AM-12:00 PM;,1011146
1284,1,01/01/2019 to 12/31/2019,Fri: 11:00 AM-12:00 PM;,1005259
1285,1,03/24/2021 to 03/24/2021,Wed: 4:00 PM-8:00 PM;,1021485
1286,1,06/05/2021 to 06/05/2021,Sat: 7:00 AM-11:00 AM;,1021462
1287,2,09/04/2021 to 09/04/2021,Sat: 8:00 AM-12:00 PM;,1021462
1288,1,01/01/2018 to 12/31/2018,Sun: 10:00 AM-2:00 PM;,1019027
1289,1,05/11/2018 to 10/26/2018,Fri: 2:00 AM-6:00 PM;,1018986
1290,1,06/02/2021 to 06/02/2021,Wed: 3:00 PM-7:00 PM;,1018474
1291,1,05/02/2021 to 05/02/2021,Sun: 10:00 AM-2:00 PM;,1018477
1292,1,06/06/2021 to 06/06/2021,Sun: 9:00 AM-2:00 PM;,1018478
1293,1,11/07/2020 to 11/07/2020,Sat: 9:00 AM-2:00 PM;,1018482
1294,2,04/03/2021 to 04/03/2021,Sat: 8:30 AM-2:00 PM;,1018482
1295,1,05/05/2021 to 05/05/2021,Wed: 10:00 AM-2:00 PM;,1018483
1296,1,05/05/2018 to 11/03/2018,Sat: 8:00 AM-1:00 PM;,1007797
1297,1,06/29/2020 to 09/28/2020,Mon: 4:00 PM-7:00 PM;,1019807
1298,1,01/01/2021 to 01/01/2021,Sat: 10:00 AM-1:00 PM;,1021263
1299,2,05/01/2021 to 05/01/2021,Sat: 7:30 AM-12:00 PM;,1021263
1300,1,01/09/2021 to 01/09/2021,Sat: 10:00 AM-2:00 PM;,1021501
1301,1,07/14/2018 to 10/27/2018,Sat: 9:00 AM-1:00 PM;,1019149
1302,1,05/02/2020 to 10/31/2020,Sat: 8:00 AM-12:00 PM;,1019793
1303,1,01/01/2020 to 12/31/2020,Sat: 9:00 AM-12:30 PM;,1020086
1304,1,07/18/2018 to 10/31/2018,Wed: 4:00 PM-7:00 PM;,1018215
1305,1,05/19/2021 to 05/19/2021,Wed: 3:30 PM-6:30 PM;,1021617
1306,1,04/04/2020 to 11/28/2020,Sat: 9:00 AM-1:00 PM;,1019868
1307,2,12/05/2020 to ,Sat: 10:00 AM-1:00 PM;,1019868
1308,1,05/01/2021 to 05/01/2021,Sat: 9:00 AM-1:00 PM;,1021266
1309,1,05/01/2021 to 05/01/2021,Sun: 9:00 AM-1:00 PM;,1011596
1310,1,04/18/2020 to 10/01/2020,Sat: 9:00 AM-2:00 PM;,1003402
1311,1,03/01/2021 to 03/01/2021,Sat: 8:00 AM-12:00 PM;,1021618
1312,1,05/17/2019 to 10/04/2019,Fri: 12:00 PM-6:00 PM;,1019477
1313,1,06/03/2021 to 06/03/2021,Thu: 3:00 PM-7:30 PM;,1010145
1314,1,01/01/2019 to 12/31/2019,Wed: 10:00 AM-11:00 AM;,1005260
1315,1,06/14/2018 to 09/06/2018,Thu: 4:30 PM-7:30 PM;,1019122
1316,1,05/05/2018 to 10/27/2018,Sat: 7:00 AM-12:00 PM;,1019315
1317,1,05/02/2021 to 05/02/2021,Sun: 10:00 AM-2:00 PM;,1021579
1318,1,05/09/2018 to 08/29/2018,Wed: 8:00 AM-12:00 PM;,1011310
1319,1,05/08/2018 to 10/27/2018,Tue: 4:00 PM-6:00 PM;Sat: 9:00 AM-12:00 PM;,1019204
1320,1,06/27/2020 to ,Sat: 9:00 AM-12:00 PM;,1020093
1321,1,06/21/2019 to 09/13/2019,Fri: 3:30 PM-6:00 PM;,1019500
1322,1,05/23/2013 to 05/23/2013,Thu: 4:00 PM-6:00 PM;Sat: 9:00 AM-12:00 PM;,1001766
1323,1,05/01/2020 to 08/18/2020,Tue: 8:00 AM-12:00 PM;,1020024
1324,2,09/29/2020 to 12/01/2020,Tue: 12:00 PM-;,1020024
1325,1,01/09/2021 to 01/09/2021,Sat: 8:00 AM-12:00 PM;,1021277
1326,1,01/01/2020 to 08/01/2020,Thu: 8:00 AM-12:00 PM;,1003610
1327,1,01/01/2019 to 12/31/2019,Mon: 10:00 AM-6:00 PM;Tue: 10:00 AM-6:00 PM;Wed: 10:00 AM-6:00 PM;Thu: 10:00 AM-6:00 PM;Fri: 10:00 AM-6:00 PM;Sat: 10:00 AM-6:00 PM;Sun: 10:00 AM-6:00 PM;,1019410
1328,1,01/01/2019 to 12/31/2019,Mon: 10:00 AM-6:00 PM;Tue: 10:00 AM-6:00 PM;Wed: 10:00 AM-6:00 PM;Thu: 10:00 AM-6:00 PM;Fri: 10:00 AM-6:00 PM;Sat: 10:00 AM-6:00 PM;Sun: 10:00 AM-6:00 PM;,1019411
1329,1,01/01/2019 to 12/31/2019,Thu: 6:00 PM-9:00 PM;,1004750
1330,1,01/01/2019 to 12/31/2019,Sat: 8:00 AM-11:00 AM;,1004751
1331,1,05/01/2015 to 10/30/2015,Fri: 10:00 AM-3:00 PM;,1000712
1332,1,05/05/2018 to 10/30/2018,Tue: 7:00 AM-1:00 PM;Thu: 7:00 AM-1:00 PM;Sat: 7:00 AM-1:00 PM;,1019235
1333,1,05/30/2021 to 05/30/2021,Sun: 9:00 AM-1:00 PM;,1021615
1334,1,05/02/2020 to 10/31/2020,Sat: 7:30 AM-11:30 AM;,1009020
1335,2,07/07/2020 to 08/31/2020,Tue: 4:00 PM-6:00 PM;,1009020
1336,1,04/20/2019 to ,Sat: 8:00 AM-12:00 PM;,1019493
1337,1,05/10/2013 to 09/27/2019,Fri: 4:00 PM-8:00 PM;,1002843
1338,1,05/02/2020 to 05/02/2020,Sat: 8:00 AM-12:00 PM;,1018549
1339,2,07/07/2020 to 07/07/2020,Tue: 4:00 PM-7:00 PM;,1018549
1340,1,11/07/2020 to 11/07/2020,Sat: 10:00 AM-1:00 PM;,1021272
1341,1,05/31/2020 to 10/04/2020,Sun: 11:00 AM-2:00 PM;,1019930
1342,1,06/01/2018 to 10/26/2018,Fri: 8:30 AM-12:30 PM;,1019142
1343,1,06/01/2018 to 10/26/2018,Fri: 8:30 AM-12:30 PM;,1019145
1344,1,05/10/2018 to 10/04/2018,Thu: 3:00 PM-6:00 PM;,1005060
1345,1,01/01/2021 to 01/01/2021,Sat: 9:00 AM-3:00 PM;,1021312
1346,1,01/01/2021 to 01/01/2021,Tue: 10:00 AM-2:00 PM;,1021302
1347,1,04/13/2019 to 10/26/2019,Sat: 9:00 AM-1:00 PM;,1019419
1348,1,08/01/2018 to 09/15/2018,Thu: 5:00 PM-7:00 PM;,1019312
1349,1,01/26/2021 to 01/26/2021,Thu: 3:00 PM-7:00 PM;,1004073
1350,2,03/04/2021 to 03/04/2021,Thu: 3:00 PM-7:00 PM;,1004073
1351,3,12/02/2021 to 12/02/2021,Thu: 3:00 PM-6:30 PM;,1004073
1352,1,03/23/2019 to 11/23/2019,Sat: 8:00 AM-1:00 PM;,1019418
1353,1,01/01/2019 to 12/31/2019,Sat: 10:00 AM-3:00 PM;,1018284
1354,1,06/05/2021 to 06/05/2021,Sat: 8:30 AM-12:00 PM;,1021409
1355,1,06/03/2020 to 10/07/2020,Wed: 2:30 PM-7:00 PM;,1000194
1356,1,10/06/2018 to 07/27/2019,Sat: 9:00 AM-1:00 PM;,1019259
1357,1,05/31/2020 to 11/22/2020,Sun: 10:00 AM-2:00 PM;,1019927
1358,1,05/04/2019 to 10/05/2019,Sun: 9:00 AM-1:00 PM;,1019635
1359,2,11/23/2019 to ,Sat: 10:00 AM-2:00 PM;,1019635
1360,1,07/07/2018 to 09/08/2018,Sat: 9:00 AM-1:00 PM;,1019070
1361,1,06/11/2020 to 08/27/2020,Thu: 4:00 PM-7:00 PM;,1019899
1362,1,08/01/2020 to 10/31/2020,Sat: 9:00 AM-1:00 PM;,1020173
1363,1,01/01/2021 to 01/01/2021,Thu: 2:00 PM-6:00 PM;,1019033
1364,1,05/18/2019 to 11/23/2019,Sat: 9:00 AM-1:00 PM;,1012576
1365,1,06/12/2021 to 06/12/2021,Sun: 9:00 AM-1:00 PM;,1021623
1366,1,04/03/2021 to 04/03/2021,Sat: 9:00 AM-1:00 PM;,1021606
1367,1,07/07/2018 to 09/29/2018,Sat: 8:30 AM-1:30 PM;,1019048
1368,1,06/13/2018 to 10/03/2018,Wed: 3:00 PM-6:30 PM;,1011286
1369,1,05/09/2020 to 10/10/2020,Sat: 9:00 AM-1:00 PM;,1019747
1370,1,03/05/2019 to 11/26/2019,Tue: 8:30 AM-1:30 PM;,1003969
1371,1,03/07/2019 to 10/31/2019,Thu: 8:30 AM-1:30 PM;,1003970
1372,1,05/04/2019 to 10/26/2019,Sat: 8:30 AM-1:00 PM;,1003971
1373,1,06/07/2019 to 08/30/2019,Fri: 4:00 PM-7:00 PM;,1018637
1374,1,05/26/2018 to 09/22/2018,Sat: 10:00 AM-2:00 PM;,1011778
1375,1,05/16/2019 to 09/26/2019,Thu: 4:00 PM-7:00 PM;,1019479
1376,1,07/07/2019 to 10/27/2019,Sun: 11:00 AM-3:00 PM;,1018349
1377,1,06/16/2020 to 09/29/2020,Tue: 3:00 PM-7:00 PM;,1019973
1378,1,04/07/2018 to ,Sat: 8:00 AM-12:00 PM;,1010821
1379,1,01/17/2020 to ,Sun: 12:00 PM-2:00 PM;,1019194
1380,1,05/13/2020 to 10/28/2020,Wed: 3:00 PM-7:00 PM;,1019791
1381,1,01/01/2021 to 01/01/2021,Sat: 10:00 AM-2:00 PM;,1021535
1382,1,05/05/2019 to ,Sun: 10:00 AM-2:00 PM;,1021218
1383,1,01/01/2019 to 12/31/2019,Sun: 9:30 AM-11:00 AM;,1005261
1384,1,05/17/2018 to 09/13/2018,Thu: 4:00 PM-8:00 PM;,1019119
1385,1,05/01/2021 to 05/01/2021,Sat: 9:00 AM-1:00 PM;,1021451
1386,1,06/12/2021 to 06/12/2021,Wed: 12:00 PM-4:00 PM;Sat: 8:30 AM-12:00 PM;,1003915
1387,1,01/01/2021 to 12/31/2021,Tue: 4:00 PM-8:00 PM;,1019620
1388,1,06/02/2022 to 06/02/2022,Thu: 3:00 PM-7:00 PM;,1021646
1389,1,06/13/2021 to 06/13/2021,Sun: 11:00 AM-3:00 PM;,1021503
1390,1,04/14/2018 to 12/15/2018,Sun: 8:00 AM-12:00 PM;,1018975
1391,1,11/02/2019 to 12/07/2019,Sat: 9:00 AM-12:00 PM;,1019715
1392,1,05/02/2020 to 10/31/2020,Sat: 9:00 AM-1:00 PM;,1019825
1393,1,05/22/2018 to 10/30/2018,Tue: 11:00 AM-5:00 PM;,1002062
1394,2,05/26/2020 to 10/27/2020,Tue: 11:00 AM-5:00 PM;,1002062
1395,1,04/03/2021 to 04/03/2021,Sat: 8:00 AM-12:00 PM;,1005214
1396,2,01/04/2014 to 01/04/2014,Sat: 9:00 AM-11:00 AM;,1005214
1397,1,08/19/2021 to 08/19/2021,Thu: 3:00 PM-7:00 PM;,1021613
1398,1,11/04/2018 to 04/28/2019,Sun: 10:00 AM-2:00 PM;,1019211
1399,1,01/01/2021 to 01/01/2021,Sat: 9:00 AM-2:00 PM;,1021546
1400,1,05/02/2020 to 10/31/2020,Sat: 8:00 AM-12:00 PM;,1004988
1401,1,11/07/2020 to 12/31/2020,Sat: 9:00 AM-12:00 PM;,1004990
1402,1,06/02/2022 to 06/02/2022,Thu: 5:00 PM-8:00 PM;,1021724
1403,2,11/06/2021 to 11/06/2021,Sat: 10:00 AM-2:00 PM;,1021724
1404,3,04/02/2022 to 04/02/2022,Sat: 10:00 AM-2:00 PM;,1021724
1405,4,10/01/2022 to 10/01/2022,Sat: 10:00 AM-2:00 PM;,1021724
1406,1,06/11/2019 to 10/29/2019,Tue: 11:00 AM-3:00 PM;,1002485
1407,1,06/05/2019 to 09/04/2019,Wed: 4:00 PM-7:00 PM;,1019428
1408,1,01/01/2019 to 12/31/2019,Sat: 11:00 AM-12:00 PM;,1005262
1409,1,04/03/2021 to 04/03/2021,Sat: 10:00 AM-1:00 PM;,1021468
1410,1,01/01/2018 to 12/31/2018,Sat: 5:00 AM-3:00 PM;,1009080
1411,1,05/05/2018 to 10/27/2018,Sat: 8:00 AM-12:00 PM;,1018449
1412,1,06/17/2020 to 10/28/2020,Wed: 2:00 PM-6:00 PM;,1019913
1413,1,01/04/2020 to 12/26/2020,Sat: 9:00 AM-1:00 PM;,1020185
1414,1,01/01/2021 to 01/01/2021,Sat: 8:30 AM-1:00 PM;,1021645
1415,2,03/03/2021 to 03/03/2021,Wed: 8:30 AM-1:00 PM;,1021645
1416,1,01/04/2020 to 12/30/2020,Wed: 9:00 AM-1:30 PM;Sat: 8:30 AM-1:00 PM;,1018625
1417,1,05/02/2018 to 08/22/2018,Wed: 5:00 AM-8:30 PM;,1018315
1418,1,01/01/2018 to 12/31/2018,Sat: 9:00 AM-1:00 PM;,1011160
1419,1,05/03/2014 to 10/29/2014,Wed: 8:00 AM-12:00 PM;Sat: 7:30 AM-12:00 PM;,1007261
1420,1,06/02/2018 to 09/29/2018,Tue: 6:00 AM-1:00 PM;Sat: 6:00 AM-1:00 PM;,1008303
1421,1,06/04/2016 to 10/15/2016,Sat: 9:00 AM-2:00 PM;,1012203
1422,2,10/20/2018 to 12/22/2018,Sat: 10:00 AM-2:00 PM;,1012203
1423,1,08/07/2021 to 08/07/2021,Sat: 10:00 AM-1:00 PM;,1021577
1424,1,05/29/2021 to 05/29/2021,Sat: 10:00 AM-2:00 PM;,1007250
1425,1,06/02/2021 to 06/02/2021,Wed: 4:00 PM-7:00 PM;,1021558
1426,1,05/14/2022 to 05/14/2022,Sat: 9:00 AM-12:00 PM;,1021707
1427,1,05/19/2018 to 11/17/2018,Sat: 8:00 AM-2:00 PM;,1012037
1428,1,05/22/2019 to 10/30/2019,Wed: 3:00 PM-6:00 PM;,1019627
1429,1,05/23/2020 to 09/26/2020,Sat: 9:00 AM-1:00 PM;,1020088
1430,1,06/05/2019 to 09/25/2019,Wed: 4:00 PM-7:00 PM;,1019515
1431,1,06/08/2019 to 08/31/2019,Sat: 9:00 AM-12:00 PM;,1019445
1432,1,11/10/2018 to 04/06/2019,Sat: 10:00 AM-2:00 PM;,1018167
1433,1,11/17/2018 to 03/23/2019,Sat: 10:00 AM-2:00 PM;,1018172
1434,1,03/10/2018 to 11/10/2018,Sat: 9:00 AM-12:00 PM;,1019237
1435,1,05/27/2022 to 05/27/2022,Fri: 3:00 PM-6:00 PM;,1021693
1436,2,07/08/2022 to 07/08/2022,Tue: 9:00 AM-1:00 PM;,1021693
1437,1,06/15/2022 to 06/15/2022,Wed: 2:00 PM-6:00 PM;,1021664
1438,1,01/01/2020 to 04/30/2020,Sat: 10:00 AM-12:00 PM;,1021233
1439,2,05/01/2020 to 09/30/2020,Sat: 8:00 AM-12:00 PM;,1021233
1440,3,10/01/2020 to 11/25/2020,Sat: 9:00 AM-12:00 PM;,1021233
1441,4,12/01/2020 to 12/31/2020,Sat: 9:00 AM-12:00 PM;,1021233
1442,1,05/01/2020 to 10/30/2020,Tue: 3:00 PM-6:00 PM;Fri: 3:00 PM-6:00 PM;,1018773
1443,1,07/09/2019 to ,Tue: 10:00 AM-2:00 PM;,1019610
1444,1,06/16/2020 to 10/13/2020,Tue: 3:00 PM-7:00 PM;,1019442
1445,1,05/01/2019 to 10/31/2019,Wed: 7:00 AM-11:00 AM;Sat: 7:00 AM-11:00 AM;,1019395
1446,1,05/07/2022 to 05/07/2022,Wed: 5:00 PM-7:00 PM;Sat: 8:00 AM-12:00 PM;,1021700
1447,1,06/04/2016 to 08/01/2020,Sat: 9:00 AM-1:00 PM;,1010838
1448,1,06/19/2021 to 06/19/2021,Sat: 8:00 AM-12:00 PM;,1019455
1449,1,05/01/2021 to 05/01/2021,Sat: 7:00 AM-12:00 PM;,1021429
1450,1,06/19/2021 to 06/19/2021,Wed: 3:30 PM-6:00 PM;Sat: 8:30 AM-12:00 PM;,1001280
1451,1,05/16/2020 to 09/26/2020,Sat: 8:00 AM-12:00 PM;,1019976
1452,1,06/04/2020 to 10/24/2020,Thu: 5:00 PM-8:00 PM;Sat: 8:00 AM-12:00 PM;,1020103
1453,1,06/05/2021 to 06/05/2021,Sat: 10:00 AM-2:00 PM;,1019319
1454,1,06/13/2021 to 06/13/2021,Sun: 9:30 AM-1:00 PM;,1012179
1455,1,05/30/2020 to 10/10/2020,Sat: 8:00 AM-1:00 PM;,1020004
1456,1,04/17/2021 to 04/17/2021,Sat: 8:00 AM-12:00 PM;,1021397
1457,1,01/01/2020 to 12/31/2020,Sat: 9:00 AM-12:00 PM;,1018771
1458,1,05/13/2020 to 10/28/2020,Wed: 9:00 AM-12:00 PM;,1021219
1459,1,01/01/2019 to 12/31/2019,Tue: 1:00 PM-7:00 PM;Sat: 8:00 AM-1:30 PM;,1011044
1460,1,06/07/2018 to 10/18/2018,Thu: 5:00 PM-8:00 PM;,1016822
1461,1,05/02/2017 to 09/24/2019,Tue: 10:00 AM-2:00 PM;,1018601
1462,1,01/01/2018 to 12/31/2018,Fri: 11:00 AM-3:30 PM;,1011811
1463,2,01/01/2018 to 12/31/2018,Fri: 11:00 AM-3:30 PM;,1011811
